名前,レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,スキル系統6,スキル値6,スキル系統7,スキル値7,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,ワンセット,仮番号
護闢獣アーム,4,1,0,0,0,26,,-3,2,-1,-2,2,護竜の脈動,1,闢獣の力,1,ランナー,1,,,,,,,,,,,,,,,,,,270
護火竜アーム,4,1,0,0,0,26,,3,1,-2,1,-5,護竜の脈動,1,火竜の力,1,弱点特効,1,,,,,,,,,,,,,,,,,,280
護兇爪竜アーム,4,1,0,0,0,26,,-2,-3,-2,-2,4,護竜の脈動,1,兇爪竜の力,1,連撃,1,,,,,,,,,,,,,,,,,,290
シーウーアーム,4,1,0,0,0,26,,1,1,1,-3,2,革細工の柔性,1,渾身,1,,,,,,,,,,,,,,,,,,,,300
護鎖刃竜アーム,4,1,0,0,0,30,,2,0,-1,0,-4,護竜の脈動,1,護鎖刃竜の命脈,1,鎖刃刺撃,1,,,,,,,,,,,,,,,,,,310
ホープアームα,5,1,1,0,0,26,,1,0,1,0,0,睡眠耐性,1,,,,,,,,,,,,,,,,,,,,,,320
レザーグラブα,5,1,0,0,0,26,,2,0,0,0,0,植生学,1,腹減り耐性,1,,,,,,,,,,,,,,,,,,,,330
チェーングラブα,5,1,0,0,0,26,,0,2,0,0,0,地質学,1,回復速度,1,,,,,,,,,,,,,,,,,,,,340
タリオスアームα,5,0,0,0,0,32,,4,-2,-2,-2,2,革細工の柔性,1,飛び込み,1,連撃,1,,,,,,,,,,,,,,,,,,370
タリオスアームβ,5,2,1,0,0,32,,4,-2,-2,-2,2,革細工の滑性,1,飛び込み,1,,,,,,,,,,,,,,,,,,,,380
ランゴアームα,5,0,0,0,0,32,,-2,1,1,1,2,甲虫の知らせ,1,麻痺耐性,1,急襲,1,,,,,,,,,,,,,,,,,,410
ランゴアームβ,5,2,0,0,0,32,,-2,1,1,1,2,甲虫の擬態,1,麻痺耐性,1,,,,,,,,,,,,,,,,,,,,420
クックアームα,5,1,0,0,0,36,,3,0,-2,-4,2,鱗張りの技法,1,体術,1,挑戦者,1,,,,,,,,,,,,,,,,,,470
クックアームβ,5,2,1,1,0,36,,3,0,-2,-4,2,鱗重ねの工夫,1,体術,1,,,,,,,,,,,,,,,,,,,,480
チャタアームα,5,1,0,0,0,36,,1,2,-3,-1,1,革細工の柔性,1,アイテム使用強化,1,広域化,1,,,,,,,,,,,,,,,,,,490
チャタアームβ,5,2,0,0,0,36,,1,2,-3,-1,1,革細工の滑性,1,アイテム使用強化,1,,,,,,,,,,,,,,,,,,,,500
ゲリョスアームα,5,0,0,0,0,36,,-4,3,4,-1,1,革細工の柔性,1,逆恨み,2,毒耐性,1,,,,,,,,,,,,,,,,,,510
ゲリョスアームβ,5,1,0,0,0,36,,-4,3,4,-1,1,革細工の滑性,1,逆恨み,2,,,,,,,,,,,,,,,,,,,,520
ボーンアームα,5,1,0,0,0,32,,2,0,2,0,2,ランナー,1,早食い,1,,,,,,,,,,,,,,,,,,,,530
アロイアームα,5,1,1,0,0,32,,-2,1,-2,-2,1,耐震,1,,,,,,,,,,,,,,,,,,,,,,540
トリスアームα,5,1,1,0,0,36,,2,-3,0,-1,0,鱗張りの技法,1,ひるみ軽減,1,火耐性,1,,,,,,,,,,,,,,,,,,550
トリスアームβ,5,2,1,0,0,36,,2,-3,0,-1,0,鱗重ねの工夫,1,ひるみ軽減,1,,,,,,,,,,,,,,,,,,,,560
ラバラアームα,5,0,0,0,0,36,,-3,3,0,0,3,甲虫の知らせ,1,体力回復量ＵＰ,1,攻勢,1,,,,,,,,,,,,,,,,,,570
ラバラアームβ,5,2,1,0,0,36,,-3,3,0,0,3,甲虫の擬態,1,体力回復量ＵＰ,1,,,,,,,,,,,,,,,,,,,,580
プポルアームα,5,1,0,0,0,36,,0,-3,0,0,1,革細工の柔性,1,毒耐性,1,耳栓,1,,,,,,,,,,,,,,,,,,590
プポルアームβ,5,2,0,0,0,36,,0,-3,0,0,1,革細工の滑性,1,耳栓,1,,,,,,,,,,,,,,,,,,,,600
コンガアームα,5,0,0,0,0,36,,-3,1,1,-1,2,毛皮の昂揚,1,キノコ大好き,1,早食い,1,,,,,,,,,,,,,,,,,,610
コンガアームβ,5,1,0,0,0,36,,-3,1,1,-1,2,毛皮の誘惑,1,キノコ大好き,1,,,,,,,,,,,,,,,,,,,,620
バーラアームα,5,0,0,0,0,38,,-1,2,-3,1,1,鱗張りの技法,1,回避距離ＵＰ,1,スタミナ急速回復,1,,,,,,,,,,,,,,,,,,630
バーラアームβ,5,2,0,0,0,38,,-1,2,-3,1,1,鱗重ねの工夫,1,回避距離ＵＰ,1,,,,,,,,,,,,,,,,,,,,640
レイアアームα,5,0,0,0,0,38,,2,0,-2,0,-3,鱗張りの技法,1,攻勢,1,精霊の加護,2,,,,,,,,,,,,,,,,,,650
レイアアームβ,5,1,0,0,0,38,,2,0,-2,0,-3,鱗重ねの工夫,1,攻勢,1,精霊の加護,1,,,,,,,,,,,,,,,,,,660
スキュラアームα,5,1,0,0,0,38,,-2,2,-2,1,2,甲虫の知らせ,1,急襲,1,毒耐性,1,,,,,,,,,,,,,,,,,,670
スキュラアームβ,5,2,0,0,0,38,,-2,2,-2,1,2,甲虫の擬態,1,急襲,1,,,,,,,,,,,,,,,,,,,,680
ヒラバミアームα,5,0,0,0,0,38,,-3,2,-2,3,0,鱗張りの技法,1,回避性能,1,フルチャージ,1,,,,,,,,,,,,,,,,,,690
ヒラバミアームβ,5,1,1,0,0,38,,-3,2,-2,3,0,鱗重ねの工夫,1,回避性能,1,,,,,,,,,,,,,,,,,,,,700
ドシャグマアームα,6,2,0,0,0,48,,-3,2,-1,-1,4,毛皮の昂揚,1,闢獣の力,1,気絶耐性,2,スタミナ急速回復,1,,,,,,,,,,,,,,,,710
ドシャグマアームβ,6,2,1,0,0,48,,-3,2,-1,-1,4,毛皮の誘惑,1,闢獣の力,1,気絶耐性,1,スタミナ急速回復,1,,,,,,,,,,,,,,,,720
護雷顎竜アームα,6,1,0,0,0,48,,-1,-1,2,-3,-2,護竜の脈動,1,雷顎竜の闘志,1,渾身,1,挑戦者,1,,,,,,,,,,,,,,,,730
護雷顎竜アームβ,6,2,2,0,0,48,,-1,-1,2,-3,-2,護竜の守り,1,雷顎竜の闘志,1,渾身,1,,,,,,,,,,,,,,,,,,740
インゴットアームα,6,2,0,0,0,44,,-2,0,3,-1,0,気絶耐性,2,逆恨み,1,,,,,,,,,,,,,,,,,,,,750
アジャラアームα,6,2,0,0,0,48,,3,-3,1,-2,0,毛皮の昂揚,1,破壊王,1,ボマー,2,,,,,,,,,,,,,,,,,,780
アジャラアームβ,6,2,1,0,0,48,,3,-3,1,-2,0,毛皮の誘惑,1,破壊王,1,ボマー,1,,,,,,,,,,,,,,,,,,790
ブランゴアームα,6,2,0,0,0,48,,-4,1,0,4,0,毛皮の昂揚,1,雪獅子の闘志,1,逆襲,1,オトモへの采配,2,,,,,,,,,,,,,,,,800
ブランゴアームβ,6,2,2,0,0,48,,-4,1,0,4,0,毛皮の誘惑,1,雪獅子の闘志,1,逆襲,1,,,,,,,,,,,,,,,,,,810
護闢獣アームα,6,1,1,1,0,48,,-3,2,-1,-2,2,護竜の脈動,1,闢獣の力,1,火事場力,1,防御力ＤＯＷＮ耐性,2,,,,,,,,,,,,,,,,820
護闢獣アームβ,6,2,2,1,0,48,,-3,2,-1,-2,2,護竜の守り,1,闢獣の力,1,火事場力,1,,,,,,,,,,,,,,,,,,830
護火竜アームα,6,2,0,0,0,48,,3,1,-2,1,-5,護竜の脈動,1,火竜の力,1,弱点特効,1,威嚇,1,環境利用の知識,1,,,,,,,,,,,,,,840
護火竜アームβ,6,2,1,1,0,48,,3,1,-2,1,-5,護竜の守り,1,火竜の力,1,弱点特効,1,,,,,,,,,,,,,,,,,,850
グラビドアームα,6,1,0,0,0,52,,4,-3,1,0,-2,鱗張りの技法,1,鎧竜の守護,1,フルチャージ,2,ひるみ軽減,1,,,,,,,,,,,,,,,,860
グラビドアームβ,6,2,0,0,0,52,,4,-3,1,0,-2,鱗重ねの工夫,1,鎧竜の守護,1,フルチャージ,2,,,,,,,,,,,,,,,,,,870
護兇爪竜アームα,6,0,0,0,0,48,,-2,-3,-2,-2,4,護竜の脈動,1,兇爪竜の力,1,連撃,2,精霊の加護,1,,,,,,,,,,,,,,,,880
護兇爪竜アームβ,6,2,1,0,0,48,,-2,-3,-2,-2,4,護竜の守り,1,兇爪竜の力,1,連撃,1,精霊の加護,1,,,,,,,,,,,,,,,,890
レウスアームα,6,1,1,0,0,48,,3,1,-2,1,-3,鱗張りの技法,1,火竜の力,1,体術,2,回避性能,1,,,,,,,,,,,,,,,,900
レウスアームβ,6,2,1,1,0,48,,3,1,-2,1,-3,鱗重ねの工夫,1,火竜の力,1,体術,2,,,,,,,,,,,,,,,,,,910
シーウーアームα,6,2,1,0,0,48,,1,1,1,-3,2,革細工の柔性,1,暗器蛸の力,1,耳栓,2,,,,,,,,,,,,,,,,,,920
シーウーアームβ,6,2,2,1,0,48,,1,1,1,-3,2,革細工の滑性,1,暗器蛸の力,1,耳栓,1,,,,,,,,,,,,,,,,,,930
ドーベルアームα,7,3,0,0,0,56,,-2,0,-1,-1,4,体術,1,スタミナ急速回復,2,,,,,,,,,,,,,,,,,,,,940
ダマスクアームα,7,3,1,0,0,56,,4,-2,0,0,0,広域化,1,精霊の加護,1,,,,,,,,,,,,,,,,,,,,950
ダハディラアームα,7,0,0,0,0,60,,-3,2,-1,2,-1,ヌシの誇り,1,凍峰竜の反逆,1,挑戦者,2,環境適応,1,,,,,,,,,,,,,,,,960
ダハディラアームβ,7,3,0,0,0,60,,-3,2,-1,2,-1,ヌシの憤激,1,凍峰竜の反逆,1,挑戦者,1,環境適応,1,,,,,,,,,,,,,,,,970
レダゼルトアームα,7,2,0,0,0,60,,0,-2,4,-3,0,ヌシの誇り,1,煌雷竜の力,1,力の解放,2,気絶耐性,1,,,,,,,,,,,,,,,,980
レダゼルトアームβ,7,3,0,0,0,60,,0,-2,4,-3,0,ヌシの憤激,1,煌雷竜の力,1,力の解放,2,,,,,,,,,,,,,,,,,,990
トゥナムルアームα,7,2,1,0,0,60,,-1,4,-3,0,0,ヌシの誇り,1,波衣竜の守護,1,フルチャージ,2,納刀術,1,,,,,,,,,,,,,,,,1000
トゥナムルアームβ,7,3,1,1,0,60,,-1,4,-3,0,0,ヌシの憤激,1,波衣竜の守護,1,フルチャージ,1,納刀術,1,,,,,,,,,,,,,,,,1010
エグゾルスアームα,7,2,0,0,0,60,,5,-4,0,1,0,ヌシの誇り,1,獄焔蛸の反逆,1,早食い,2,逆襲,2,,,,,,,,,,,,,,,,1020
エグゾルスアームβ,7,3,1,0,0,60,,5,-4,0,1,0,ヌシの憤激,1,獄焔蛸の反逆,1,早食い,2,逆襲,1,,,,,,,,,,,,,,,,1030
ゴアアームα,7,2,1,0,0,60,,-2,3,-1,2,-1,鱗張りの技法,1,黒蝕竜の力,1,回避性能,1,体術,2,,,,,,,,,,,,,,,,1040
ゴアアームβ,7,2,2,0,0,60,,-2,3,-1,2,-1,鱗重ねの工夫,1,黒蝕竜の力,1,回避性能,1,体術,1,,,,,,,,,,,,,,,,1050
調査団アームα,6,1,0,0,0,44,,2,2,0,0,0,挑戦者,1,納刀術,2,,,,,,,,,,,,,,,,,,,,1060
デスギアファオストα,6,2,0,0,0,44,,3,2,-2,3,4,先達の導き,1,逆恨み,1,急襲,1,,,,,,,,,,,,,,,,,,1110
パピメルマーノα,6,2,0,0,0,44,,-1,-1,2,0,2,先達の導き,1,体術,1,回避性能,1,回復速度,2,,,,,,,,,,,,,,,,1120
オウビートマーノα,6,2,0,0,0,44,,-1,-1,2,0,2,先達の導き,1,火事場力,1,攻勢,1,毒耐性,1,,,,,,,,,,,,,,,,1130
ハイメタアームα,6,2,0,0,0,44,,0,-1,-2,3,0,先達の導き,1,爆破やられ耐性,3,破壊王,1,,,,,,,,,,,,,,,,,,1140
バトルアームα,6,2,0,0,0,44,,2,-1,-1,0,0,先達の導き,1,満足感,3,,,,,,,,,,,,,,,,,,,,1150
メルホアラーマα,6,2,0,0,0,44,,0,1,3,0,0,先達の導き,1,回復速度,3,麻痺耐性,2,,,,,,,,,,,,,,,,,,1160
アーティアアームα,6,2,0,0,0,44,,1,-2,-2,2,3,護竜の守り,1,鎖刃刺撃,1,属性やられ耐性,2,,,,,,,,,,,,,,,,,,1170
ギルドエースアームα,8,3,0,0,0,60,,2,2,2,2,2,フルチャージ,1,攻勢,1,体術,1,,,,,,,,,,,,,,,,,,1180
シュバルカアームα,8,2,2,0,0,66,,2,0,-1,0,-3,毛皮の昂揚,1,鎖刃竜の飢餓,1,属性変換,1,回復速度,1,,,,,,,,,,,,,,,,1190
シュバルカアームβ,8,2,2,1,0,66,,2,0,-1,0,-3,毛皮の誘惑,1,鎖刃竜の飢餓,1,属性変換,1,,,,,,,,,,,,,,,,,,1200
護鎖刃竜アームα,8,1,0,0,0,66,,2,0,-1,0,-4,護竜の脈動,1,護鎖刃竜の命脈,1,弱点特効,2,属性やられ耐性,1,,,,,,,,,,,,,,,,1210
護鎖刃竜アームβ,8,1,1,1,0,66,,2,0,-1,0,-4,護竜の守り,1,護鎖刃竜の命脈,1,弱点特効,2,,,,,,,,,,,,,,,,,,1220
ミツネアームα,6,1,0,0,0,48,,0,2,-3,1,-1,毛皮の昂揚,1,泡狐竜の力,1,回避性能,2,回避距離ＵＰ,2,,,,,,,,,,,,,,,,1240
ミツネアームβ,6,3,0,0,0,48,,0,2,-3,1,-1,毛皮の誘惑,1,泡狐竜の力,1,回避性能,2,回避距離ＵＰ,1,,,,,,,,,,,,,,,,1250
無垢ナル龍甲α,8,2,0,0,0,68,,-2,2,2,0,-4,護竜の脈動,1,白熾龍の脈動,1,属性吸収,2,災禍転福,1,,,,,,,,,,,,,,,,1260
無垢ナル龍甲β,8,3,1,0,0,68,,-2,2,2,0,-4,護竜の守り,1,白熾龍の脈動,1,属性吸収,2,,,,,,,,,,,,,,,,,,1270
ギルドクロスアームα,5,2,0,0,0,36,,0,0,0,0,0,栄光の誉れ,1,ひるみ軽減,2,耐震,1,拘束耐性,1,,,,,,,,,,,,,,,,1290
クリークアームα,6,2,1,0,0,48,,2,2,2,2,2,栄光の誉れ,1,整備,2,環境利用の知識,1,オトモへの采配,1,,,,,,,,,,,,,,,,1300
レダゼルトアームγ,8,3,3,0,0,68,,0,-2,4,-3,0,煌雷竜の力,1,ヌシの魂,1,回避距離ＵＰ,2,,,,,,,,,,,,,,,,,,1390
桜波【籠手】α,5,2,1,0,0,36,,2,2,-3,2,2,花舞の祈り,1,祝祭の巡り,1,攻勢,1,アイテム使用強化,1,,,,,,,,,,,,,,,,1400
ブロッサムカフスα,5,1,1,1,0,36,,1,1,4,1,1,祝祭の巡り,1,毒耐性,2,,,,,,,,,,,,,,,,,,,,1410
鬼の荒縄α,6,2,2,1,0,48,,3,-2,0,-2,3,拳を極めし者,1,破壊王,1,,,,,,,,,,,,,,,,,,,1,1420
ラギアアームα,7,2,0,0,0,64,,-3,2,4,-1,-2,海竜の渦雷,1,スタミナ急速回復,2,弱点特効,1,水場・油泥適応,1,,,,,,,,,,,,,,,,1440
ラギアアームβ,7,3,0,0,0,64,,-3,2,4,-1,-2,海竜の渦雷,1,スタミナ急速回復,2,弱点特効,1,,,,,,,,,,,,,,,,,,1450
レギオスアームα,7,2,0,0,0,64,,4,0,-3,-2,0,千刃竜の闘志,1,巧撃,2,回避距離ＵＰ,1,,,,,,,,,,,,,,,,,,1460
レギオスアームβ,7,3,1,0,0,64,,4,0,-3,-2,0,千刃竜の闘志,1,巧撃,2,,,,,,,,,,,,,,,,,,,,1470
トゥナムルアームγ,8,2,0,0,0,68,,-1,4,-3,0,0,波衣竜の守護,1,ヌシの魂,1,整備,3,挑戦者,1,,,,,,,,,,,,,,,,1490
アーフィアームα,5,1,0,0,0,36,,2,-3,2,2,2,踊火の祈り,1,祝祭の巡り,1,連撃,2,,,,,,,,,,,,,,,,,,1500
ダイバーアームα,5,2,0,0,0,36,,1,4,1,1,1,祝祭の巡り,1,急襲,1,ランナー,2,,,,,,,,,,,,,,,,,,1510
にくきゅうミトンα,7,1,0,0,0,60,,2,2,2,2,2,アイテム使用強化,3,ボマー,3,,,,,,,,,,,,,,,,,,,,1530
ベイルガントレットα,8,3,0,0,0,68,,2,0,-2,0,3,暗黒騎士の証,1,逆恨み,1,力の解放,1,渾身,1,,,,,,,,,,,,,,,,1570
オメガアームα,8,3,2,0,0,68,,3,0,-3,2,-2,オメガレゾナンス,1,挑戦者,1,精霊の加護,1,,,,,,,,,,,,,,,,,,1580
エグゾルスアームγ,8,3,1,1,0,68,,5,-4,0,1,0,獄焔蛸の反逆,1,ヌシの魂,1,逆恨み,3,,,,,,,,,,,,,,,,,,1590
ゴストゥラアームα,5,2,1,0,0,36,,-3,2,2,2,2,夢灯の祈り,1,祝祭の巡り,1,鎖刃刺撃,1,睡眠耐性,1,,,,,,,,,,,,,,,,1600
ハーベストラーマα,5,0,0,0,0,36,,4,1,1,1,1,祝祭の巡り,1,体術,2,キノコ大好き,1,満足感,2,,,,,,,,,,,,,,,,1610
ゴグアームα,8,2,1,0,0,68,,-4,3,0,3,-5,巨戟龍の黙示録,1,雷顎竜の闘志,1,渾身,2,挑戦者,1,,,,,,,,,,,,,,,,1660
ゴグアームβ,8,2,1,0,0,68,,-4,3,0,3,-5,巨戟龍の黙示録,1,雪獅子の闘志,1,渾身,2,挑戦者,1,,,,,,,,,,,,,,,,1670
セレモニアルアームα,5,2,0,0,0,36,,2,2,2,-3,2,祝謡の祈り,1,祝祭の巡り,1,力の解放,1,整備,1,,,,,,,,,,,,,,,,1680
オリオンアームα,8,3,2,1,0,66,,1,1,1,4,1,祝祭の巡り,1,体力回復量ＵＰ,2,風圧耐性,1,,,,,,,,,,,,,,,,,,1690
ダハディラアームγ,8,2,0,0,0,68,,-3,2,-1,2,-1,凍峰竜の反逆,1,ヌシの魂,1,災禍転福,3,弱点特効,1,,,,,,,,,,,,,,,,1730
クイーンアームα,8,2,0,0,0,66,,4,1,1,1,3,黒蝕竜の力,1,栄光の誉れ,1,連撃,1,回避距離ＵＰ,1,破壊王,1,,,,,,,,,,,,,,1750
シュバルカアームγ,8,1,1,0,0,68,,2,0,-1,0,-3,鎖刃竜の飢餓,1,ヌシの魂,1,鎖刃刺撃,2,弱点特効,2,,,,,,,,,,,,,,,,1760
フルドレスカフスα,8,1,1,0,0,66,,1,1,1,1,4,祝祭の巡り,1,フルチャージ,2,渾身,2,,,,,,,,,,,,,,,,,,1770
蒼世ノ侍【袖】α,8,3,0,0,0,66,,2,4,0,0,3,海竜の渦雷,1,毛皮の昂揚,1,力の解放,1,巧撃,1,体術,1,,,,,,,,,,,,,,1790
